living area,number of floors,Built Year,Price,bedrooms,bathrooms
2510,1.0,1978,319000,4,2.5
2360,1.0,1962,317000,5,2.5
2700,1.0,1958,314900,4,1.75
2210,2.0,1968,305000,4,2.25
1310,1.0,1953,304000,4,2.0
2150,1.0,1954,300000,3,1.0
750,1.0,1941,300000,2,1.0
650,1.0,1950,295000,2,1.0
2000,1.0,1968,295000,3,1.75
1970,2.0,1988,289000,3,2.5
990,1.0,1968,275000,3,1.0
1490,1.0,1969,258000,3,1.0
1180,1.0,1940,257500,2,2.0
1670,1.0,1977,252000,3,2.25
2000,2.0,1997,236000,4,2.75
1850,1.0,1944,230000,4,1.75
1330,1.0,1968,225000,3,1.75
880,1.0,1945,218000,3,1.0
1330,1.0,1968,218000,3,1.5
970,1.0,1956,210000,2,1.0
1000,1.0,1991,199000,3,1.0
1050,1.0,1983,194000,3,1.0
1010,1.0,1962,160000,3,1.5
690,1.0,1942,139000,2,1.0
4250,2.0,2004,2300000,4,3.25
5850,2.0,1978,1700000,5,3.5
2680,2.0,1913,1360000,3,1.5
1940,1.5,1900,1330000,3,1.5
4660,2.0,2003,1280000,4,3.5
3770,2.0,1989,1230000,4,3.5
3990,2.0,2006,1200000,4,1.75
2110,2.0,1979,1150000,3,2.0
3310,2.0,1924,1140000,4,2.25
3370,2.0,2001,1070000,5,3.25
4225,2.0,1985,1010000,4,4.5
4380,2.0,1968,995000,3,4.5
2620,2.0,2009,975000,5,3.0
3160,2.0,2005,957000,5,3.25
2370,2.0,1981,913888,5,2.25
3100,1.0,1970,905000,5,3.5
2550,2.0,1905,890000,4,1.0
2840,1.5,1912,870000,4,2.75
4500,2.0,1968,860000,5,3.25
3070,2.0,2005,804100,4,2.5
1740,1.0,1955,800000,2,1.0
3920,2.0,1997,770000,4,2.5
4000,2.0,2007,762000,4,3.5
2760,2.0,1942,760000,4,2.5
1840,1.5,1915,750000,3,1.5
2700,1.0,1967,744500,5,2.5
3000,2.0,1995,740000,4,2.5
2980,2.0,2006,739900,5,2.5
2610,2.0,1996,725000,3,2.5
2490,2.0,2000,725000,4,2.5
2770,2.0,2004,700000,4,2.5
2000,1.5,1908,690500,5,2.0
1880,1.0,1954,680000,4,1.5
2210,2.0,2008,660000,3,2.75
2180,1.5,1926,657000,4,2.5
1910,1.0,1940,650000,4,2.75
1850,1.0,1953,645000,3,2.75
1620,1.0,1947,640000,33,1.75
2700,1.0,1955,625000,5,2.5
2690,2.0,2001,608000,4,2.5
2680,1.0,1978,599990,3,2.25
3570,2.0,2015,597326,4,4.0
1870,1.0,1958,595888,3,1.75
1270,2.0,2014,594000,3,2.25
2720,2.0,2005,594000,4,2.75
2790,1.0,1973,589950,5,3.0
2890,1.0,1973,585000,4,2.75
1790,2.0,1989,583000,3,2.5
2070,2.0,1996,578000,4,2.5
1700,1.5,1924,575000,3,2.25
2380,2.0,2002,574000,3,2.5
1670,1.0,2005,565000,2,1.75
1400,3.5,2007,563500,3,2.5
1440,1.0,1914,562100,2,0.75
1900,1.0,1959,557500,3,1.75
2030,2.0,1994,544000,4,2.5
3110,1.0,1958,531500,4,2.75
2140,1.0,1962,530000,5,2.25
1950,1.5,1910,519000,4,2.5
1860,2.0,1987,505000,3,2.5
1640,1.0,1975,505000,3,1.75
1190,1.0,1940,500000,3,1.5
2420,2.0,1998,482000,3,2.5
2640,2.0,2001,459000,5,3.5
1970,1.0,1970,454000,3,1.0
2330,1.0,1954,450000,3,1.5
2310,1.0,1952,450000,4,2.75
1380,1.0,1931,450000,2,1.0
2030,1.0,1953,440000,3,1.75
1060,1.5,1943,435000,2,1.0
2320,3.0,2009,425000,3,2.5
2100,1.0,1973,418800,4,2.25
1250,1.0,1968,410000,3,1.5
1590,2.0,1997,409900,2,2.5
2000,2.0,1926,402000,4,2.25
2180,1.0,1962,400000,3,2.5
1350,2.0,2007,395000,2,2.25
2340,2.0,1993,390000,4,2.5
2050,2.0,1965,386000,4,2.25
1500,1.0,1977,383000,3,1.75
900,1.0,1924,381500,2,1.0
1400,2.0,1984,374500,3,2.25
1410,1.0,1983,365500,3,2.0
1800,2.0,2011,364000,3,2.5
2020,1.5,1949,356000,4,2.0
1530,1.0,1925,352000,4,1.0
1010,1.0,1947,349000,3,1.0
1610,1.0,1941,346500,2,1.75
1150,1.0,1932,346500,3,1.0
3040,1.0,1951,330000,6,2.25
1730,2.0,2014,328423,3,2.5
2000,2.0,1997,320000,4,2.5
1780,1.5,1918,315000,4,2.0
870,1.0,1950,310000,2,1.0
1860,2.0,2012,309620,3,2.5
1640,1.5,1942,308000,3,1.0
1900,1.0,1964,305000,6,2.0
1870,2.0,1990,299950,3,2.5
1790,1.0,1978,299950,3,1.75
1110,1.0,1979,299900,3,1.0
1150,3.0,2007,288000,3,2.5
780,1.0,1930,286000,2,1.0
1460,1.0,1995,285000,3,2.0
890,1.0,1954,283000,3,1.0
1230,1.0,1966,280000,3,1.75
1940,2.0,1994,280000,7,2.5
1270,1.0,1958,276900,3,1.0
2460,1.0,1959,276000,4,2.25
770,1.0,1927,275000,2,1.0
1670,1.0,1990,270000,3,2.5
2060,1.0,1962,270000,2,1.0
1150,1.0,1951,265950,3,1.5
1120,1.0,1944,260000,2,1.0
1580,1.0,1954,260000,3,1.5
2025,2.0,2007,260000,5,2.5
1720,2.0,1992,255950,3,2.5
1830,2.0,1990,249000,4,2.25
1620,2.0,1989,246500,3,2.5
1640,1.0,1968,245700,3,2.25
1410,1.0,1985,245000,3,2.0
1481,2.0,2012,240000,3,2.25
1570,2.0,1984,235000,4,2.0
1250,1.5,1955,233000,3,1.0
1050,1.0,1958,205000,3,1.0
1230,1.0,1965,205000,3,1.0
1150,1.5,1938,200000,3,1.0
1190,1.0,1995,200000,3,2.0
1320,1.0,1966,196500,3,1.0
930,1.0,1941,190000,1,0.75
1090,1.0,1969,152000,3,1.0
890,1.0,1942,150000,2,1.0
4480,2.5,1902,1990000,5,3.0
3250,2.0,1979,1410000,4,2.25
4040,1.0,1972,1390000,4,3.0
2480,2.0,1950,1390000,3,3.0
3190,2.0,2003,1340000,4,3.5
3760,2.5,1910,1250000,3,3.0
2490,2.0,1918,1150000,3,2.5
3990,2.0,2008,1080000,4,3.5
3450,2.0,2007,1050000,4,3.5
3320,1.0,1977,1030000,4,3.5
3460,2.0,2013,971971,4,3.75
2450,2.0,1915,937000,3,1.75
4040,2.0,1987,910000,4,3.5
3370,2.0,2008,900000,4,3.5
4230,2.0,1985,879000,4,2.75
3230,1.0,1977,827000,4,2.5
3060,2.0,2006,826000,4,2.5
2270,1.0,1968,815000,3,2.0
2620,1.0,1949,815000,4,2.75
2600,1.5,1929,805000,3,2.75
2080,1.0,1958,800000,3,1.75
2990,2.0,1990,800000,4,2.5
3060,2.0,2014,782900,4,3.25
2850,1.0,1976,775000,3,2.75
2660,1.0,1955,772650,4,2.5
1980,1.0,1959,760000,3,2.5
2880,1.5,1912,755000,4,2.75
1750,1.5,1903,750000,4,2.75
3110,1.5,1921,725000,6,3.0
3740,2.5,1990,710000,3,3.25
2590,2.0,1993,695000,3,2.75
2720,2.0,1993,690000,5,3.5
2770,2.0,1989,675750,4,2.5
1490,1.5,1906,670000,3,1.5
2670,2.0,1996,669950,4,2.5
1950,1.0,1952,669000,2,1.75
3320,1.5,1933,667000,3,1.75
2480,1.5,1974,663000,3,2.5
1480,1.0,1928,663000,3,2.0
1210,1.0,1955,660000,3,1.0
1660,1.0,1922,638000,3,2.0
2430,2.0,1945,626000,3,1.75
3600,2.0,2004,620000,6,3.5
2460,1.0,1988,620000,3,2.0
3240,2.0,2004,600000,3,2.5
1720,1.0,1975,580000,4,1.75
3690,1.0,1960,575000,5,3.0
2110,1.0,1979,568000,4,1.75
2085,1.0,1964,563500,4,1.75
2480,1.0,1959,560000,4,2.5
3640,2.0,2004,555000,5,3.0
2150,2.0,1997,550000,4,2.5
2410,2.0,1942,537000,3,3.0
2330,2.5,1987,530000,3,2.0
3030,2.0,2011,525000,4,2.75
1590,3.0,2010,518500,3,3.5
1440,1.0,1983,495000,3,1.75
1520,1.0,1983,475580,3,1.75
1240,1.0,1924,471000,2,1.75
1730,1.0,1969,460000,3,2.5
2550,1.0,1961,460000,4,2.5
2830,1.5,1967,451000,5,2.75
1530,1.0,1952,450000,3,1.5
840,1.0,1912,450000,2,1.75
1370,2.0,2008,446000,2,1.5
1770,2.0,1947,440000,4,1.5
2160,1.0,1976,440000,4,2.5
2120,1.0,1949,440000,3,1.5
2250,2.0,1989,440000,4,2.5
2110,1.0,1962,435000,4,2.75
2370,2.0,2009,429900,3,2.5
2100,2.0,1965,424000,4,2.0
1444,1.5,2008,420000,3,1.75
1170,1.0,1957,415000,3,1.0
2490,2.5,2012,414000,3,2.5
2220,2.0,2001,405000,4,2.5
620,1.0,1911,402000,2,1.0
3060,2.0,2001,399000,4,3.0
1370,2.0,2006,390000,3,3.25
3200,1.0,1970,385000,4,2.5
2380,1.0,1961,370000,3,1.5
2280,1.5,1924,365000,5,2.0
1940,1.5,1953,359000,5,1.75
2450,1.0,1967,358000,3,1.5
1400,1.0,1952,357250,3,1.5
2530,1.0,1977,354950,4,2.75
2580,2.0,2005,354000,4,2.5
1780,2.0,1987,350000,3,2.25
950,1.0,1941,339000,2,1.0
1769,2.0,2012,334888,3,2.5
1930,1.0,2006,330675,4,3.0
1750,1.0,1956,329950,3,1.0
950,1.0,1948,320000,2,1.0
1550,1.5,1999,320000,3,2.0
1940,1.0,1977,315000,4,2.5
2430,2.0,2002,310000,4,2.5
1530,1.5,1968,302000,4,1.75
1780,1.0,1967,300000,3,2.25
930,1.0,1924,290000,2,1.0
2260,2.0,1984,289659,4,2.25
1010,1.0,1975,285000,2,1.0
2070,2.0,1977,280927,4,2.25
1580,1.0,1988,279900,3,1.75
2600,1.0,1965,270000,4,2.25
1780,1.0,1954,270000,2,1.0
1650,2.0,1991,268000,3,2.5
1090,1.0,1967,267000,3,1.5
1470,1.0,1968,254600,3,2.0
2080,1.0,1959,254000,5,2.0
1640,1.0,1954,253500,3,1.0
1230,1.5,1944,252750,4,1.0
1900,1.0,1991,252500,3,2.0
1630,1.0,1978,249900,3,2.5
1140,1.0,1981,243800,3,1.0
1200,1.5,1933,240000,4,1.0
1330,1.0,1942,235867,4,2.0
2500,1.0,1979,235000,5,2.5
1060,1.0,1956,230000,3,1.0
1590,1.0,1972,225500,2,1.75
1700,1.0,1945,225000,3,2.0
1600,1.0,1959,224000,4,1.5
1500,1.0,2014,224000,3,1.75
1660,2.0,1981,220000,3,1.5
1090,1.5,1912,219500,3,1.0
1390,1.0,1980,216500,2,1.75
720,1.0,1943,210000,2,1.0
920,1.0,1950,202000,2,1.0
1260,1.0,1963,200500,3,1.75
1220,1.0,1968,177500,3,1.5
1570,1.0,1956,164950,3,1.75
1310,1.0,1962,150000,3,1.0
6640,2.0,1993,1820000,4,4.5
3900,1.0,1972,1620000,4,3.0
3650,2.0,1969,1200000,5,2.75
4390,2.0,2003,1050000,4,4.25
1670,1.5,1903,1020000,3,2.25
3610,2.0,2014,982000,4,2.75
3260,1.5,1950,755000,5,2.5
3190,2.0,1984,750000,4,2.25
2630,2.0,2006,738000,3,3.0
2370,1.5,1916,735000,4,3.0
1490,2.0,2011,735000,3,2.25
3580,1.5,1990,725000,3,2.5
1200,1.0,1952,718500,3,1.5
1640,1.5,1916,710000,2,1.5
2440,2.0,2003,710000,3,2.5
1660,2.0,2002,700000,3,2.5
3190,2.0,1994,687500,4,2.75
2400,1.5,1939,672500,3,2.25
1110,1.0,1925,665000,2,1.0
2610,2.0,1988,665000,3,2.5
2500,1.0,1977,661500,5,2.5
2540,2.0,1987,652500,4,2.5
2770,2.0,1997,641000,4,2.5
2420,1.0,1981,602000,4,1.75
2310,2.0,2005,589500,3,3.25
1960,1.0,1939,561500,3,1.75
2710,2.0,2003,560000,4,2.5
4150,2.0,2006,550000,4,3.5
2860,1.0,1978,530000,4,1.75
840,1.0,1937,528000,2,0.75
1890,1.5,1906,523460,5,1.75
1100,3.0,2014,516500,1,1.25
1200,3.0,2008,504200,2,1.5
1520,1.0,1951,500000,2,1.5
1440,1.5,1906,500000,4,1.0
2230,2.0,2000,490000,3,2.5
2790,2.0,2014,483453,4,2.75
1500,1.0,1902,480000,2,1.0
2990,2.0,1991,469900,4,2.5
3060,2.0,2012,465000,4,2.5
2020,1.0,1979,464900,4,2.25
2110,1.0,1985,460000,4,2.5
2530,2.0,2013,459000,4,3.0
2300,1.0,1979,453000,4,2.75
1320,1.0,1953,447000,2,1.0
1050,1.0,1927,430000,2,1.0
2432,2.0,2005,427000,3,2.5
1520,1.5,1988,425000,3,1.0
2300,1.0,1959,417000,4,2.25
2410,1.0,1967,415000,3,1.75
1060,2.0,2000,415000,3,2.5
2600,1.5,2009,415000,3,2.75
1400,2.0,1981,410000,3,2.0
2710,2.0,1950,410000,3,1.0
2570,2.0,1989,399950,3,2.5
1170,1.0,1944,397000,5,1.0
3000,2.0,2002,394000,4,2.5
1890,2.0,1996,355000,4,2.5
1330,2.0,1985,355000,2,2.25
2040,1.0,1980,355000,3,1.75
2330,1.0,1968,350000,5,1.75
1780,1.0,1981,342000,3,1.75
2440,1.0,1978,330000,4,1.75
2400,2.0,1998,327000,5,2.75
2570,2.0,2005,320000,4,2.5
3120,2.0,1993,315000,6,4.0
1590,1.0,1956,300000,3,1.5
700,1.0,1907,295000,1,1.0
1350,3.0,2008,288790,4,2.0
910,1.0,1948,285000,2,1.0
690,1.0,1928,280000,1,1.0
1630,1.0,1985,279000,3,2.5
720,1.0,1951,275500,2,1.0
700,1.0,1922,260000,2,1.0
1650,1.0,1957,259500,3,1.75
1715,2.0,1995,257500,3,2.25
1720,2.0,1998,255000,3,2.5
1670,1.0,2014,246950,3,3.0
1400,1.0,1998,235000,3,1.75
1950,1.0,1960,235000,3,1.75
1170,2.0,2007,235000,1,1.5
1390,1.0,1955,234000,4,1.0
1010,1.0,1969,230000,3,1.75
1110,2.0,2014,229800,2,1.75
910,1.0,1966,221000,3,1.0
1220,1.0,1972,215500,2,1.75
940,1.0,1926,212700,2,1.0
970,1.0,1967,209950,3,1.0
1020,1.0,1940,195000,2,1.0
900,1.0,1905,191000,2,1.0
810,1.0,1959,170000,2,1.0
1060,1.0,1959,140000,3,1.0
2820,2.0,1930,1600000,3,4.25
3500,1.0,1951,1080000,4,4.25
2190,1.0,1972,699900,4,2.5
1050,1.0,1904,650000,2,1.0
3130,2.0,1994,598000,4,2.5
2670,1.5,1920,585000,5,2.5
1700,1.0,1998,475000,3,2.5
1500,1.5,1927,470000,3,1.5
1200,1.0,1969,339900,3,1.0
1700,1.0,1978,314500,3,1.75
1370,1.0,1949,300000,4,1.0
1040,1.0,1983,234000,3,1.0
1910,2.0,1980,230000,2,1.75
2120,2.0,1964,835000,3,2.25
840,1.0,1924,530000,2,1.0
2950,1.0,1974,402000,4,2.75
1360,2.0,2007,397000,3,3.5
1610,1.0,1986,345000,3,2.0
2130,1.0,1991,325000,5,2.75
1800,1.0,1957,265000,3,1.0
4350,2.0,2013,2070000,4,3.75
4830,2.5,1914,1930000,5,4.25
5000,2.0,2008,1730000,5,3.5
4390,2.0,2007,1510000,5,3.25
2680,1.0,1956,1310000,4,2.5
2200,1.5,1948,1230000,3,1.75
2120,2.0,1905,1200000,4,2.0
3790,2.0,1989,1170000,3,3.0
3330,2.0,1995,1100000,4,2.75
2010,1.0,1937,972000,4,1.75
3530,2.0,2007,963000,4,3.25
3670,2.5,2007,950000,4,2.5
1780,2.0,1974,935000,2,2.5
2520,1.0,1960,896000,5,2.75
3560,3.0,2014,882566,4,2.5
3220,1.5,1931,880000,4,2.75
1800,1.5,1929,875000,4,1.5
2650,2.0,1920,850000,3,2.5
3500,2.0,2005,780000,4,2.5
2870,1.0,1964,765000,5,3.0
3300,2.0,1984,760000,4,2.5
2500,1.5,1940,669500,4,2.25
3350,2.0,2005,635000,3,2.5
1890,1.0,1949,570000,3,2.0
2070,1.5,1955,560000,3,2.25
1720,1.0,1967,550000,3,2.25
2750,1.0,1958,550000,4,1.5
1460,2.0,2007,544000,3,2.5
1580,1.0,1925,535000,3,1.0
1980,2.0,1981,530000,4,2.25
2600,2.0,2003,515000,3,2.5
3720,3.0,1979,500000,4,3.0
2120,1.0,1967,492650,4,1.75
2090,1.0,1958,491950,3,2.25
1470,2.0,1985,491500,3,2.25
2330,2.0,2003,490000,4,3.0
2440,2.0,1981,480000,4,3.0
3600,2.0,1948,461000,3,1.75
1220,2.0,2008,457000,3,2.5
2960,2.0,2005,449000,4,2.5
2070,1.0,1977,445800,4,2.25
1190,1.0,1919,441000,2,1.5
3180,1.0,2006,439000,3,2.5
2290,2.0,1988,436500,4,2.5
1880,1.0,1904,435000,4,2.0
1090,3.0,2008,427500,2,2.0
1510,1.0,2006,419000,2,1.75
1010,1.0,1911,410000,1,1.5
2820,1.5,1906,408000,5,3.25
870,1.0,1947,406500,2,1.0
2570,2.0,1992,397500,4,2.5
1300,1.0,1968,385000,3,1.75
2700,2.0,2001,383962,4,2.5
1320,1.0,1982,370000,3,1.0
2140,2.0,1993,359500,4,2.75
1370,3.0,2005,355000,3,2.25
960,1.0,1958,349810,3,1.0
970,1.0,1932,345000,2,1.0
2280,2.0,2006,345000,4,2.5
2230,2.0,2002,337000,4,2.5
2340,2.0,1997,330000,4,2.5
2310,2.0,1990,327500,3,2.25
1010,1.0,1954,308000,3,1.0
960,1.0,1947,300000,2,1.0
1760,1.5,1937,289950,3,2.5
1830,2.0,1991,285000,4,2.25
1860,1.0,1952,265000,2,2.0
1360,1.0,1960,263400,4,2.0
1410,2.0,1985,263000,3,1.75
1320,1.0,1919,255000,2,1.0
1440,1.0,1965,250000,3,2.0
950,1.0,1954,248000,3,1.0
1300,1.0,1996,245000,3,2.75
1068,2.0,1990,243000,2,1.5
900,1.0,1928,235000,2,1.0
1200,2.0,1976,170000,2,1.0
930,1.0,1942,100000,2,1.0
7050,1.0,1978,3800000,5,5.5
3530,1.0,1930,2370000,3,2.25
3970,2.0,1928,2300000,4,4.75
3770,2.0,1924,1700000,4,2.75
3140,2.0,1913,1640000,3,3.25
2970,1.5,1918,1570000,4,2.75
4270,2.0,1937,1360000,4,3.5
2630,2.0,1900,1300000,6,2.75
3400,2.5,2008,1200000,4,3.5
3340,2.0,1996,1150000,4,2.5
3350,2.0,1997,1110000,5,3.25
3890,2.0,1967,1080000,3,2.75
4570,2.0,1990,1060000,4,2.5
3770,2.0,2008,1020000,4,3.5
1640,1.5,1920,1010000,3,1.0
2130,1.5,1914,955500,4,1.75
2550,2.0,1910,952500,4,1.5
5190,2.0,2001,925000,5,5.5
4080,2.0,2005,920000,4,3.5
3840,2.0,2001,875000,5,3.5
4350,1.0,2006,850000,4,3.25
3990,2.0,2003,825000,4,2.75
2880,2.0,1989,820000,3,2.25
2500,2.0,1987,808000,4,2.25
3830,2.0,1993,800000,3,3.5
3290,2.0,2004,739900,5,2.5
2130,1.5,1941,730000,2,2.25
2840,1.0,1977,729032,4,2.5
1860,2.0,1959,725000,3,1.75
2375,2.0,2002,712000,3,2.5
2620,2.0,1998,695000,3,2.5
2500,1.5,1922,695000,3,2.0
2600,2.0,1962,691500,4,2.5
2570,1.0,1983,660000,3,2.0
3350,2.0,2004,650000,4,2.5
1540,3.0,2007,640000,2,2.25
2390,2.0,2008,629800,3,2.5
2130,1.0,1948,620000,4,3.0
1700,1.0,1957,616000,4,1.75
2510,2.0,1990,600000,2,2.5
2980,1.0,1960,600000,5,2.25
910,1.5,1900,600000,2,1.0
1820,2.0,1987,595000,4,2.5
1410,1.0,1947,590000,3,2.0
1630,1.5,1921,581000,4,1.0
2200,2.0,1978,580000,3,2.5
2590,2.0,1991,570000,4,2.5
1410,1.5,1911,563000,4,1.0
2440,2.0,1994,548000,4,2.5
1530,1.5,1928,545000,3,2.5
2050,1.0,1984,540000,3,1.75
2180,1.0,1968,540000,4,2.5
1420,1.5,1945,535000,4,1.75
3660,2.0,1989,530000,3,2.5
1160,2.0,2012,525000,2,2.5
2010,2.0,1994,515000,3,2.5
1050,1.0,1907,515000,2,1.0
1750,2.0,1934,510000,3,1.75
1990,1.0,1977,507500,3,1.75
2200,1.0,1962,505000,4,2.75
1600,2.0,1983,502000,3,2.25
950,1.0,1926,500000,2,1.0
3130,2.0,1975,500000,5,3.25
2910,2.0,2013,499990,4,2.75
2440,2.0,1991,485000,3,2.25
1430,2.0,1900,485000,4,1.75
1710,2.0,1989,482000,3,2.25
1640,2.0,1994,478000,3,2.25
2890,1.0,1945,476000,4,3.0
1450,2.0,2008,460000,3,2.5
1250,1.0,1929,459500,2,1.0
1110,1.0,1966,452000,3,1.75
1400,1.0,1963,450000,3,1.75
2280,2.0,1994,445000,4,2.5
2530,2.0,1993,435000,3,2.5
1550,1.0,1963,433000,4,1.5
2300,2.0,2001,431000,4,2.5
1300,1.0,1964,425000,3,1.5
1950,2.0,2009,425000,3,2.5
2530,2.0,2014,417838,4,2.5
1580,1.5,1928,406000,4,1.0
800,1.0,1946,402500,2,1.0
1240,1.0,1984,401000,3,2.0
2701,2.0,2014,399895,4,2.5
3740,1.5,1958,392000,5,2.25
1040,1.0,1967,382500,3,1.75
2530,1.0,1977,375000,3,1.75
860,1.0,1952,370000,2,1.0
2080,2.0,2004,357500,3,3.5
1270,1.0,1963,349500,3,2.0
1080,1.0,1955,345000,2,1.0
1460,3.0,2006,337000,3,2.25
1050,2.0,2007,332888,2,2.5
1680,1.0,1959,330000,3,2.5
2550,1.0,1978,328950,4,1.75
1830,2.0,2003,321000,4,2.5
2050,1.0,1993,314500,3,2.0
1150,1.5,1927,307000,3,1.0
1660,2.0,2001,300000,3,2.25
2090,1.0,1987,300000,3,2.75
2303,2.0,2006,300000,4,2.5
1090,1.0,1962,280000,3,1.0
370,1.0,1923,276000,1,0.75
1970,2.0,1987,274900,4,2.5
770,1.0,1948,260000,2,1.0
1920,1.0,1961,260000,3,2.25
1190,1.5,1907,245000,3,2.0
1770,1.0,1986,241000,3,2.0
1620,1.0,1967,219950,3,1.5
1400,1.0,1984,217500,3,1.75
1170,1.0,1981,205000,3,1.75
590,1.0,1926,202000,1,1.0
900,1.0,1979,174000,2,1.0
1200,1.0,1959,165050,3,1.0
820,1.0,1937,102500,2,1.0
8020,2.0,2001,3300000,5,6.25
4080,2.0,1983,2290000,4,2.5
4040,1.0,1954,2270000,4,3.25
4660,2.0,1909,2150000,3,3.5
3180,2.0,1985,1410000,2,2.5
2610,1.0,1966,1300000,4,1.75
3280,1.0,1970,1080000,3,2.5
3390,2.0,2014,1050000,4,3.5
1440,1.0,1967,1040000,4,1.75
3830,3.0,1919,989000,6,4.5
3850,2.0,2013,915000,3,4.5
1950,1.0,1947,895000,4,2.25
1880,1.5,1924,860000,4,1.75
3760,2.0,1984,851000,5,3.25
2470,2.0,1977,811000,3,3.0
2890,2.0,2005,795000,4,2.5
1570,1.5,1906,782000,2,1.5
1500,1.0,1933,736000,2,1.0
2670,2.5,1977,732000,3,3.75
2430,1.5,1928,723000,4,2.25
3550,1.5,1990,720000,4,3.0
2490,2.0,1993,700000,3,2.5
1760,2.0,1922,690000,3,1.5
2900,1.0,1985,675000,5,2.25
2950,1.5,1918,660500,5,2.5
2090,1.0,1951,659000,4,2.0
2270,1.0,1956,645000,3,1.75
2190,1.0,1979,630000,4,2.5
1820,3.0,2006,625000,3,3.0
2080,1.0,1973,605000,3,2.25
2940,1.0,1961,605000,4,2.25
2190,1.0,1965,600000,5,2.0
2500,2.0,2008,599950,4,3.5
1900,1.5,1905,580000,3,2.25
2680,1.0,1974,575000,3,1.75
1660,1.5,1922,575000,4,2.0
2280,2.0,2006,567500,3,2.5
1840,1.0,1978,552000,3,2.5
2160,1.0,1987,550000,4,2.75
1340,1.5,1923,545000,3,2.0
1320,2.0,1994,540000,3,2.25
2330,1.0,1983,535000,3,1.75
1530,1.0,1916,525000,2,1.75
1490,2.0,2008,520000,3,1.75
2570,1.0,1950,519000,5,2.25
1540,1.0,1920,512031,3,1.75
900,1.0,1946,496000,2,1.0
3700,2.0,1982,489000,3,3.0
1540,2.0,2014,484998,4,2.5
1550,2.0,1987,481015,3,2.25
1470,1.0,1956,480000,3,2.0
2160,2.0,1998,480000,5,2.5
2040,2.0,1963,475000,4,2.5
1850,2.0,1981,475000,4,2.5
2100,1.0,1962,475000,4,2.0
2620,2.0,2013,475000,4,2.75
1660,1.0,1983,453000,3,2.0
1900,2.0,1993,435000,3,2.5
1520,1.0,1956,415000,3,1.0
2370,2.0,1978,411000,4,2.0
3002,2.0,2004,394500,4,2.5
2400,1.5,1927,389000,4,1.75
1730,1.5,1954,355000,3,1.75
2450,2.0,2002,345000,5,2.5
1954,2.0,2005,340000,4,2.5
2390,1.0,1984,339950,3,2.5
830,2.0,2005,334500,2,1.5
2105,2.0,2003,330000,4,2.5
2120,2.0,2002,329950,4,2.5
700,1.0,1918,310000,2,1.0
2242,2.0,2014,309780,3,2.5
2160,1.0,1968,305000,2,1.0
1580,1.0,1962,305000,3,1.0
1010,1.0,1947,300000,2,1.0
1520,2.0,1992,275250,3,2.25
1450,2.0,2010,274500,3,2.25
800,2.0,2008,265050,2,1.5
1940,1.0,1948,265000,4,3.0
1870,1.0,1962,262000,5,1.0
1620,2.0,1975,260000,4,2.0
2050,2.0,2002,256000,4,2.5
2430,1.0,1960,255000,4,2.0
1680,2.0,2002,255000,4,2.25
1310,1.0,1980,253000,2,1.0
1920,1.0,1965,250000,3,2.25
1200,1.0,1984,250000,3,1.75
1110,1.0,1991,223000,3,2.0
1590,1.5,1942,185000,5,1.0
1780,2.0,1991,175000,4,2.5
1050,1.5,1964,123000,2,1.0
5010,2.0,2014,2350000,4,4.25
3930,2.0,2006,1880000,4,3.25
2360,2.0,1909,1760000,3,2.0
2980,2.0,1999,1630000,4,3.25
3420,2.0,1952,1200000,5,3.0
3580,2.0,2000,1150000,5,2.5
2780,1.5,1969,1140000,3,2.5
3160,2.0,1995,1130000,4,2.5
5070,2.0,2000,1100000,4,3.75
4110,2.0,1978,1040000,4,5.0
4370,2.0,2008,1030000,4,3.5
3620,2.0,2005,1020000,3,3.25
2980,2.0,1989,1010000,4,2.5
2520,2.0,1954,975000,6,2.75
2490,2.0,1968,940000,4,2.0
3230,2.0,1945,850000,3,2.5
2470,2.0,1961,850000,3,2.0
4930,2.0,2005,835000,4,4.25
3150,2.0,2002,815000,4,2.5
1520,1.0,1954,810000,3,1.5
2080,3.0,1997,715000,3,4.0
1380,1.0,1960,650000,3,1.5
1980,1.0,1959,640000,3,2.25
2360,1.0,1977,633000,4,2.5
2300,1.0,1955,610000,3,2.0
1630,3.0,2014,609000,3,1.75
2800,1.0,1970,605000,4,2.5
2610,2.0,2001,605000,3,2.5
3000,2.0,1975,600000,5,2.25
2190,2.0,1940,588000,5,3.0
1530,1.0,1955,575000,3,1.75
2230,1.0,1969,565000,4,2.5
2950,2.0,2006,554950,3,2.5
2020,2.0,1943,554729,4,2.5
1240,1.5,1909,529950,3,1.0
2590,2.0,2014,519995,4,3.0
2740,1.0,1977,515000,5,3.25
1930,2.0,1989,509000,2,1.5
3316,2.0,1986,490600,3,2.5
1530,2.0,1978,474000,3,1.75
2250,2.0,2000,445838,3,2.5
1930,2.0,2005,439990,3,2.5
1810,1.0,1958,430000,3,1.5
1400,3.0,2007,425000,3,1.5
1700,1.0,1972,410000,4,2.5
1350,2.0,2006,405500,2,2.75
2230,1.0,1963,400000,4,2.25
1410,1.5,2011,399900,2,1.75
1840,1.0,1948,395000,5,1.75
2640,1.5,1963,395000,4,2.75
1900,1.0,2004,390000,4,2.0
860,1.0,1956,370000,2,1.0
870,1.0,1942,357000,2,1.0
2040,2.0,1999,345000,4,2.5
